Manifold,Volume,Homology_Rank,Torsion_Order_Proxy,Lambda_c
"o9_00301(0,0)",3.6561016672415754,2,1.0,3.6561016672415754
"o9_00302(0,0)",3.6561227144250035,2,1.0,3.6561227144250035
"o9_00303(0,0)",3.6561227144250026,2,1.0,3.6561227144250026
"o9_00304(0,0)",3.6561504214680673,2,1.0,3.6561504214680673
"o9_00305(0,0)",3.6561504214680633,2,1.0,3.6561504214680633
"o9_00306(0,0)",3.656174283933075,1,1.0,3.656174283933075
"o9_00307(0,0)",3.656189024694348,2,1.0,3.656189024694348
"o9_00308(0,0)",3.6562013769024904,1,1.0,3.6562013769024904
"o9_00309(0,0)",3.6562105012237605,2,1.0,3.6562105012237605
"o9_00310(0,0)",3.6562105012237596,2,1.0,3.6562105012237596
"o9_00311(0,0)",3.6562128290523646,1,1.0,3.6562128290523646
"o9_00312(0,0)",3.656218172824965,2,1.0,3.656218172824965
"o9_00313(0,0)",3.656218172824963,2,1.0,3.656218172824963
"o9_00314(0,0)",3.656250886959961,2,1.0,3.656250886959961
"o9_00315(0,0)",3.656250886959958,2,1.0,3.656250886959958
"o9_00316(0,0)",3.6562656824867164,2,1.0,3.6562656824867164
"o9_00317(0,0)",3.656265682486714,2,1.0,3.656265682486714
"o9_00318(0,0)",3.656302710672896,2,1.0,3.656302710672896
"o9_00319(0,0)",3.6563027106728967,2,1.0,3.6563027106728967
"o9_00320(0,0)",3.656334264492799,2,1.0,3.656334264492799
"o9_00321(0,0)",3.656334264492798,2,1.0,3.656334264492798
"o9_00322(0,0)",3.6563406760207386,1,1.0,3.6563406760207386
"o9_00323(0,0)",3.6563460707203674,1,1.0,3.6563460707203674
"o9_00324(0,0)",3.6564528496738413,2,1.0,3.6564528496738413
"o9_00325(0,0)",3.6564528496738404,2,1.0,3.6564528496738404
"o9_00326(0,0)",3.656484379057416,2,1.0,3.656484379057416
"o9_00327(0,0)",3.656484379057416,2,1.0,3.656484379057416
"o9_00328(0,0)",3.6565427728152673,2,1.0,3.6565427728152673
"o9_00329(0,0)",3.6565427728152695,2,1.0,3.6565427728152695
"o9_00330(0,0)",3.656561155170131,2,1.0,3.656561155170131
"o9_00331(0,0)",3.656561155170128,2,1.0,3.656561155170128
"o9_00332(0,0)",3.65660425366413,1,1.0,3.65660425366413
"o9_00333(0,0)",3.656614144035936,1,1.0,3.656614144035936
"o9_00334(0,0)",3.6566959870370446,2,1.0,3.6566959870370446
"o9_00335(0,0)",3.656695987037041,2,1.0,3.656695987037041
"o9_00336(0,0)",3.6567015066294015,2,1.0,3.6567015066294015
"o9_00337(0,0)",3.6567015066294015,2,1.0,3.6567015066294015
"o9_00338(0,0)",3.656709105191238,1,1.0,3.656709105191238
"o9_00339(0,0)",3.6567218238146757,1,1.0,3.6567218238146757
"o9_00340(0,0)",3.6567764202315964,1,1.0,3.6567764202315964
"o9_00341(0,0)",3.6567888102972117,1,1.0,3.6567888102972117
"o9_00342(0,0)",3.656873339523483,2,1.0,3.656873339523483
"o9_00343(0,0)",3.656873339523484,2,1.0,3.656873339523484
"o9_00344(0,0)",3.6568777807755732,2,1.0,3.6568777807755732
"o9_00345(0,0)",3.656877780775576,2,1.0,3.656877780775576
"o9_00346(0,0)",3.656892371459075,1,1.0,3.656892371459075
"o9_00347(0,0)",3.656900839953928,2,1.0,3.656900839953928
"o9_00348(0,0)",3.656900839953928,2,1.0,3.656900839953928
"o9_00349(0,0)",3.656903603933157,1,1.0,3.656903603933157
"o9_00350(0,0)",3.656951014651905,1,1.0,3.656951014651905
"o9_00351(0,0)",3.656957006416418,1,1.0,3.656957006416418
"o9_00352(0,0)",3.6569718503416837,1,1.0,3.6569718503416837
"o9_00353(0,0)",3.6569807599605,1,1.0,3.6569807599605
"o9_00354(0,0)",3.657018667906613,2,1.0,3.657018667906613
"o9_00355(0,0)",3.657018667906618,2,1.0,3.657018667906618
"o9_00356(0,0)",3.6570270418543753,2,1.0,3.6570270418543753
"o9_00357(0,0)",3.6570343230252282,1,1.0,3.6570343230252282
"o9_00358(0,0)",3.6570457110962415,2,1.0,3.6570457110962415
"o9_00359(0,0)",3.6570457110962407,2,1.0,3.6570457110962407
"o9_00360(0,0)",3.6570497564767237,1,1.0,3.6570497564767237
"o9_00361(0,0)",3.6570535226131895,2,1.0,3.6570535226131895
"o9_00362(0,0)",3.6570535226131886,2,1.0,3.6570535226131886
"o9_00363(0,0)",3.6570598261296077,2,1.0,3.6570598261296077
"o9_00364(0,0)",3.657120210101574,1,1.0,3.657120210101574
"o9_00365(0,0)",3.657124785483246,2,1.0,3.657124785483246
"o9_00366(0,0)",3.65712478548324,2,1.0,3.65712478548324
"o9_00367(0,0)",3.657131359227524,2,1.0,3.657131359227524
"o9_00368(0,0)",3.6571398062849236,1,1.0,3.6571398062849236
"o9_00369(0,0)",3.657149616909654,1,1.0,3.657149616909654
"o9_00370(0,0)",3.6572282613911464,2,1.0,3.6572282613911464
"o9_00371(0,0)",3.6572282613911473,2,1.0,3.6572282613911473
"o9_00372(0,0)",3.6572341979059577,1,1.0,3.6572341979059577
"o9_00373(0,0)",3.6572415212087055,2,1.0,3.6572415212087055
"o9_00374(0,0)",3.6572415212087037,2,1.0,3.6572415212087037
"o9_00375(0,0)",3.6572442273604633,2,1.0,3.6572442273604633
"o9_00376(0,0)",3.657315137501802,2,1.0,3.657315137501802
"o9_00377(0,0)",3.657315137501801,2,1.0,3.657315137501801
"o9_00378(0,0)",3.6573201999150533,2,1.0,3.6573201999150533
"o9_00379(0,0)",3.657320199915057,2,1.0,3.657320199915057
"o9_00380(0,0)",3.657350847930855,1,1.0,3.657350847930855
"o9_00381(0,0)",3.65736030335746,1,1.0,3.65736030335746
"o9_00382(0,0)",3.657422764757512,2,1.0,3.657422764757512
"o9_00383(0,0)",3.657422764757509,2,1.0,3.657422764757509
"o9_00384(0,0)",3.6574370305176207,1,1.0,3.6574370305176207
"o9_00385(0,0)",3.657442039472961,1,1.0,3.657442039472961
"o9_00386(0,0)",3.657475449375931,2,1.0,3.657475449375931
"o9_00387(0,0)",3.6574754493759305,2,1.0,3.6574754493759305
"o9_00388(0,0)",3.6575027957558426,1,1.0,3.6575027957558426
"o9_00389(0,0)",3.6575089069643174,1,1.0,3.6575089069643174
"o9_00390(0,0)",3.6575511861808856,2,1.0,3.6575511861808856
"o9_00391(0,0)",3.6575610502961258,1,1.0,3.6575610502961258
"o9_00392(0,0)",3.6575735073499724,2,1.0,3.6575735073499724
"o9_00393(0,0)",3.6575735073499747,2,1.0,3.6575735073499747
"o9_00394(0,0)",3.6575829163455933,2,1.0,3.6575829163455933
"o9_00395(0,0)",3.6575829163455955,2,1.0,3.6575829163455955
"o9_00396(0,0)",3.657614844922138,2,1.0,3.657614844922138
"o9_00397(0,0)",3.6576148449221373,2,1.0,3.6576148449221373
"o9_00398(0,0)",3.6577009845112927,2,1.0,3.6577009845112927
"o9_00399(0,0)",3.6577009845112913,2,1.0,3.6577009845112913
"o9_00400(0,0)",3.6577045860300545,2,1.0,3.6577045860300545
"o9_00401(0,0)",3.6577045860300537,2,1.0,3.6577045860300537
"o9_00402(0,0)",3.657758294450455,1,1.0,3.657758294450455
"o9_00403(0,0)",3.6577643448570676,1,1.0,3.6577643448570676
"o9_00404(0,0)",3.6578146624300594,2,1.0,3.6578146624300594
"o9_00405(0,0)",3.6578146624300585,2,1.0,3.6578146624300585
"o9_00406(0,0)",3.6578270993512696,2,1.0,3.6578270993512696
"o9_00407(0,0)",3.6578270993512696,2,1.0,3.6578270993512696
"o9_00408(0,0)",3.6578394711070374,2,1.0,3.6578394711070374
"o9_00409(0,0)",3.6578394711070357,2,1.0,3.6578394711070357
"o9_00410(0,0)",3.657873750121514,1,1.0,3.657873750121514
"o9_00411(0,0)",3.657877962638473,1,1.0,3.657877962638473
"o9_00412(0,0)",3.6580746771115646,2,1.0,3.6580746771115646
"o9_00413(0,0)",3.6580746771115593,2,1.0,3.6580746771115593
"o9_00414(0,0)",3.658083171050371,1,1.0,3.658083171050371
"o9_00415(0,0)",3.6580896942522334,1,1.0,3.6580896942522334
"o9_00416(0,0)",3.6581065046721912,2,1.0,3.6581065046721912
"o9_00417(0,0)",3.6581065046721952,2,1.0,3.6581065046721952
"o9_00418(0,0)",3.6581104142029055,1,1.0,3.6581104142029055
"o9_00419(0,0)",3.658118519495075,1,1.0,3.658118519495075
"o9_00420(0,0)",3.658124610028857,1,1.0,3.658124610028857
"o9_00421(0,0)",3.658131829424659,1,1.0,3.658131829424659
"o9_00422(0,0)",3.6581498113426583,2,1.0,3.6581498113426583
"o9_00423(0,0)",3.658149811342658,2,1.0,3.658149811342658
"o9_00424(0,0)",3.6581696552905405,2,1.0,3.6581696552905405
"o9_00425(0,0)",3.6581696552905414,2,1.0,3.6581696552905414
"o9_00426(0,0)",3.6581958988411363,2,1.0,3.6581958988411363
"o9_00427(0,0)",3.658195898841135,2,1.0,3.658195898841135
"o9_00428(0,0)",3.6582002847429225,2,1.0,3.6582002847429225
"o9_00429(0,0)",3.6582002847429234,2,1.0,3.6582002847429234
"o9_00430(0,0)",3.658228362508287,2,1.0,3.658228362508287
"o9_00431(0,0)",3.658228362508292,2,1.0,3.658228362508292
"o9_00432(0,0)",3.658237272041244,2,1.0,3.658237272041244
"o9_00433(0,0)",3.658237272041246,2,1.0,3.658237272041246
"o9_00434(0,0)",3.658259315256909,2,1.0,3.658259315256909
"o9_00435(0,0)",3.658259315256912,2,1.0,3.658259315256912
"o9_00436(0,0)",3.6582675941740717,2,1.0,3.6582675941740717
"o9_00437(0,0)",3.658271156848216,1,1.0,3.658271156848216
"o9_00438(0,0)",3.658304451419326,1,1.0,3.658304451419326
"o9_00439(0,0)",3.658312162493083,1,1.0,3.658312162493083
"o9_00440(0,0)",3.658315273999944,2,1.0,3.658315273999944
"o9_00441(0,0)",3.658315273999944,2,1.0,3.658315273999944
"o9_00442(0,0)",3.6583175297963786,1,1.0,3.6583175297963786
"o9_00443(0,0)",3.6583219061728074,1,1.0,3.6583219061728074
"o9_00444(0,0)",3.658382723222393,1,1.0,3.658382723222393
"o9_00445(0,0)",3.6583892168279775,1,1.0,3.6583892168279775
"o9_00446(0,0)",3.658405754080489,1,1.0,3.658405754080489
"o9_00447(0,0)",3.658413168345858,2,1.0,3.658413168345858
"o9_00448(0,0)",3.6584327190428203,2,1.0,3.6584327190428203
"o9_00449(0,0)",3.65843271904282,2,1.0,3.65843271904282
"o9_00450(0,0)",3.6584507938787514,1,1.0,3.6584507938787514
"o9_00451(0,0)",3.658451563887408,2,1.0,3.658451563887408
"o9_00452(0,0)",3.6584563770250584,2,1.0,3.6584563770250584
"o9_00453(0,0)",3.6584581991716436,1,1.0,3.6584581991716436
"o9_00454(0,0)",3.6584598320581465,2,1.0,3.6584598320581465
"o9_00455(0,0)",3.6584598320581447,2,1.0,3.6584598320581447
"o9_00456(0,0)",3.6584614767916737,2,1.0,3.6584614767916737
"o9_00457(0,0)",3.6584614767916745,2,1.0,3.6584614767916745
"o9_00458(0,0)",3.6585109550825807,2,1.0,3.6585109550825807
"o9_00459(0,0)",3.658510955082583,2,1.0,3.658510955082583
"o9_00460(0,0)",3.658521174377064,2,1.0,3.658521174377064
"o9_00461(0,0)",3.6585211743770625,2,1.0,3.6585211743770625
"o9_00462(0,0)",3.658559318420233,2,1.0,3.658559318420233
"o9_00463(0,0)",3.6585593184202336,2,1.0,3.6585593184202336
"o9_00464(0,0)",3.658656823334245,2,1.0,3.658656823334245
"o9_00465(0,0)",3.658656823334244,2,1.0,3.658656823334244
"o9_00466(0,0)",3.658659002401012,1,1.0,3.658659002401012
"o9_00467(0,0)",3.658660573890194,2,1.0,3.658660573890194
"o9_00468(0,0)",3.658660573890192,2,1.0,3.658660573890192
"o9_00469(0,0)",3.6586615491121433,2,1.0,3.6586615491121433
"o9_00470(0,0)",3.6586615491121433,2,1.0,3.6586615491121433
"o9_00471(0,0)",3.658664373715993,1,1.0,3.658664373715993
"o9_00472(0,0)",3.6586750800835253,2,1.0,3.6586750800835253
"o9_00473(0,0)",3.6586750800835226,2,1.0,3.6586750800835226
"o9_00474(0,0)",3.658681079644568,1,1.0,3.658681079644568
"o9_00475(0,0)",3.6586876868804614,1,1.0,3.6586876868804614
"o9_00476(0,0)",3.6587216400762985,1,1.0,3.6587216400762985
"o9_00477(0,0)",3.658725965372297,1,1.0,3.658725965372297
"o9_00478(0,0)",3.6587267171367532,2,1.0,3.6587267171367532
"o9_00479(0,0)",3.6587267171367532,2,1.0,3.6587267171367532
"o9_00480(0,0)",3.658763924199041,1,1.0,3.658763924199041
"o9_00481(0,0)",3.6587703917463115,1,1.0,3.6587703917463115
"o9_00482(0,0)",3.6588089096533736,1,1.0,3.6588089096533736
"o9_00483(0,0)",3.658812046184451,1,1.0,3.658812046184451
"o9_00484(0,0)",3.6588492827819636,2,1.0,3.6588492827819636
"o9_00485(0,0)",3.6588555577038155,1,1.0,3.6588555577038155
"o9_00486(0,0)",3.658855717402443,2,1.0,3.658855717402443
"o9_00487(0,0)",3.6588557174024423,2,1.0,3.6588557174024423
"o9_00488(0,0)",3.6588796859114665,2,1.0,3.6588796859114665
"o9_00489(0,0)",3.6588796859114647,2,1.0,3.6588796859114647
"o9_00490(0,0)",3.658907053261202,2,1.0,3.658907053261202
"o9_00491(0,0)",3.6589070532612045,2,1.0,3.6589070532612045
"o9_00492(0,0)",3.6589080001545025,1,1.0,3.6589080001545025
"o9_00493(0,0)",3.658913427806759,1,1.0,3.658913427806759
"o9_00494(0,0)",3.6589141986195486,2,1.0,3.6589141986195486
"o9_00495(0,0)",3.6589141986195406,2,1.0,3.6589141986195406
"o9_00496(0,0)",3.6589367258458783,1,1.0,3.6589367258458783
"o9_00497(0,0)",3.6589367741912024,1,1.0,3.6589367741912024
"o9_00498(0,0)",3.658942092940185,2,1.0,3.658942092940185
"o9_00499(0,0)",3.65894281143294,2,1.0,3.65894281143294
"o9_00500(0,0)",3.6589449263533083,2,1.0,3.6589449263533083
"o9_00501(0,0)",3.6589449263533114,2,1.0,3.6589449263533114
"o9_00502(0,0)",3.6589515758780795,2,1.0,3.6589515758780795
"o9_00503(0,0)",3.6589515758780817,2,1.0,3.6589515758780817
"o9_00504(0,0)",3.659014483423279,2,1.0,3.659014483423279
"o9_00505(0,0)",3.6590144834232747,2,1.0,3.6590144834232747
"o9_00506(0,0)",3.659033558417902,1,1.0,3.659033558417902
"o9_00507(0,0)",3.659037276092325,2,1.0,3.659037276092325
"o9_00508(0,0)",3.659044964699176,2,1.0,3.659044964699176
"o9_00509(0,0)",3.6590498766990693,1,1.0,3.6590498766990693
"o9_00510(0,0)",3.659094341432223,2,1.0,3.659094341432223
"o9_00511(0,0)",3.659094341432224,2,1.0,3.659094341432224
"o9_00512(0,0)",3.6591272800998755,2,1.0,3.6591272800998755
"o9_00513(0,0)",3.659127280099873,2,1.0,3.659127280099873
"o9_00514(0,0)",3.659139491480921,2,1.0,3.659139491480921
"o9_00515(0,0)",3.6591394914809214,2,1.0,3.6591394914809214
"o9_00516(0,0)",3.6591557259333687,1,1.0,3.6591557259333687
"o9_00517(0,0)",3.6591589445981487,1,1.0,3.6591589445981487
"o9_00518(0,0)",3.6591688378899505,2,1.0,3.6591688378899505
"o9_00519(0,0)",3.6591688378899483,2,1.0,3.6591688378899483
"o9_00520(0,0)",3.659171595909641,2,1.0,3.659171595909641
"o9_00521(0,0)",3.6591766071596354,1,1.0,3.6591766071596354
"o9_00522(0,0)",3.659231425859769,2,1.0,3.659231425859769
"o9_00523(0,0)",3.659231425859771,2,1.0,3.659231425859771
"o9_00524(0,0)",3.659254486031945,2,1.0,3.659254486031945
"o9_00525(0,0)",3.6592544860319425,2,1.0,3.6592544860319425
"o9_00526(0,0)",3.65926072401744,1,1.0,3.65926072401744
"o9_00527(0,0)",3.6592647403173917,1,1.0,3.6592647403173917
"o9_00528(0,0)",3.659317857199917,1,1.0,3.659317857199917
"o9_00529(0,0)",3.6593219432997093,2,1.0,3.6593219432997093
"o9_00530(0,0)",3.659321943299708,2,1.0,3.659321943299708
"o9_00531(0,0)",3.659323014017721,1,1.0,3.659323014017721
"o9_00532(0,0)",3.6593593411873875,2,1.0,3.6593593411873875
"o9_00533(0,0)",3.659359341187385,2,1.0,3.659359341187385
"o9_00534(0,0)",3.65939389198998,1,1.0,3.65939389198998
"o9_00535(0,0)",3.6593945993784978,2,1.0,3.6593945993784978
"o9_00536(0,0)",3.6593969158929323,1,1.0,3.6593969158929323
"o9_00537(0,0)",3.65939833103581,2,1.0,3.65939833103581
"o9_00538(0,0)",3.6594242278228553,1,1.0,3.6594242278228553
"o9_00539(0,0)",3.6594291235093097,2,1.0,3.6594291235093097
"o9_00540(0,0)",3.6594870321860444,1,1.0,3.6594870321860444
"o9_00541(0,0)",3.659491116883753,1,1.0,3.659491116883753
"o9_00542(0,0)",3.6595800997802517,1,1.0,3.6595800997802517
"o9_00543(0,0)",3.6595838315028493,1,1.0,3.6595838315028493
"o9_00544(0,0)",3.6596728605578686,1,1.0,3.6596728605578686
"o9_00545(0,0)",3.6596762448637365,1,1.0,3.6596762448637365
"o9_00546(0,0)",3.6596869070977713,2,1.0,3.6596869070977713
"o9_00547(0,0)",3.6596869070977736,2,1.0,3.6596869070977736
"o9_00548(0,0)",3.6596908933902017,2,1.0,3.6596908933902017
"o9_00549(0,0)",3.6596908933902013,2,1.0,3.6596908933902013
"o9_00550(0,0)",3.6597104367755344,1,1.0,3.6597104367755344
"o9_00551(0,0)",3.659714231148396,1,1.0,3.659714231148396
"o9_00552(0,0)",3.6597237526863022,1,1.0,3.6597237526863022
"o9_00553(0,0)",3.6597280288463616,1,1.0,3.6597280288463616
"o9_00554(0,0)",3.659739375884423,2,1.0,3.659739375884423
"o9_00555(0,0)",3.6597393758844223,2,1.0,3.6597393758844223
"o9_00556(0,0)",3.659745064333787,2,1.0,3.659745064333787
"o9_00557(0,0)",3.659745064333792,2,1.0,3.659745064333792
"o9_00558(0,0)",3.6597566179436583,2,1.0,3.6597566179436583
"o9_00559(0,0)",3.6597607769855873,1,1.0,3.6597607769855873
"o9_00560(0,0)",3.65979284704339,2,1.0,3.65979284704339
"o9_00561(0,0)",3.6597928470433922,2,1.0,3.6597928470433922
"o9_00562(0,0)",3.6598173559280878,1,1.0,3.6598173559280878
"o9_00563(0,0)",3.659819774166799,1,1.0,3.659819774166799
"o9_00564(0,0)",3.659870994762667,1,1.0,3.659870994762667
"o9_00565(0,0)",3.6598744183797223,1,1.0,3.6598744183797223
"o9_00566(0,0)",3.659875893938603,1,1.0,3.659875893938603
"o9_00567(0,0)",3.659879862948153,1,1.0,3.659879862948153
"o9_00568(0,0)",3.659884919347273,2,1.0,3.659884919347273
"o9_00569(0,0)",3.6598849193472685,2,1.0,3.6598849193472685
"o9_00570(0,0)",3.6599384222877576,2,1.0,3.6599384222877576
"o9_00571(0,0)",3.6599384222877562,2,1.0,3.6599384222877562
"o9_00572(0,0)",3.659947273094197,1,1.0,3.659947273094197
"o9_00573(0,0)",3.659948756649961,2,1.0,3.659948756649961
"o9_00574(0,0)",3.6599487566499596,2,1.0,3.6599487566499596
"o9_00575(0,0)",3.65994968033861,1,1.0,3.65994968033861
"o9_00576(0,0)",3.6599641475392812,1,1.0,3.6599641475392812
"o9_00577(0,0)",3.659965659703173,2,1.0,3.659965659703173
"o9_00578(0,0)",3.6599656597031744,2,1.0,3.6599656597031744
"o9_00579(0,0)",3.6599679204815776,1,1.0,3.6599679204815776
"o9_00580(0,0)",3.660036878198084,1,1.0,3.660036878198084
"o9_00581(0,0)",3.660038989035526,1,1.0,3.660038989035526
"o9_00582(0,0)",3.660123741260449,2,1.0,3.660123741260449
"o9_00583(0,0)",3.6601237412604446,2,1.0,3.6601237412604446
"o9_00584(0,0)",3.660157237424445,1,1.0,3.660157237424445
"o9_00585(0,0)",3.660160008511559,2,1.0,3.660160008511559
"o9_00586(0,0)",3.6602065963423627,1,1.0,3.6602065963423627
"o9_00587(0,0)",3.6602094867818833,1,1.0,3.6602094867818833
"o9_00588(0,0)",3.660238972981326,2,1.0,3.660238972981326
"o9_00589(0,0)",3.6602422085750868,1,1.0,3.6602422085750868
"o9_00590(0,0)",3.6602593618397194,2,1.0,3.6602593618397194
"o9_00591(0,0)",3.6602593618397155,2,1.0,3.6602593618397155
"o9_00592(0,0)",3.6602874803590773,1,1.0,3.6602874803590773
"o9_00593(0,0)",3.660290658973792,1,1.0,3.660290658973792
"o9_00594(0,0)",3.6603194847546283,2,1.0,3.6603194847546283
"o9_00595(0,0)",3.6603194847546217,2,1.0,3.6603194847546217
"o9_00596(0,0)",3.6603487254259335,2,1.0,3.6603487254259335
"o9_00597(0,0)",3.66035057649836,1,1.0,3.66035057649836
"o9_00598(0,0)",3.6603917264174655,2,1.0,3.6603917264174655
"o9_00599(0,0)",3.6603942893180643,1,1.0,3.6603942893180643
"o9_00600(0,0)",3.6603943437004984,2,1.0,3.6603943437004984
"o9_00601(0,0)",3.660394343700504,2,1.0,3.660394343700504
"o9_00602(0,0)",3.660411252661655,1,1.0,3.660411252661655
"o9_00603(0,0)",3.660414206616616,1,1.0,3.660414206616616
"o9_00604(0,0)",3.660446528468847,2,1.0,3.660446528468847
"o9_00605(0,0)",3.660446528468849,2,1.0,3.660446528468849
"o9_00606(0,0)",3.6604542463008536,1,1.0,3.6604542463008536
"o9_00607(0,0)",3.6604560870951306,1,1.0,3.6604560870951306
"o9_00608(0,0)",3.660495305069075,2,1.0,3.660495305069075
"o9_00609(0,0)",3.660495305069073,2,1.0,3.660495305069073
"o9_00610(0,0)",3.6605050920721043,1,1.0,3.6605050920721043
"o9_00611(0,0)",3.66050790704954,1,1.0,3.66050790704954
"o9_00612(0,0)",3.6605232920240276,1,1.0,3.6605232920240276
"o9_00613(0,0)",3.6605254605437225,1,1.0,3.6605254605437225
"o9_00614(0,0)",3.6605722268035352,2,1.0,3.6605722268035352
"o9_00615(0,0)",3.660572226803533,2,1.0,3.660572226803533
"o9_00616(0,0)",3.660625129709698,2,1.0,3.660625129709698
"o9_00617(0,0)",3.66062722991512,1,1.0,3.66062722991512
"o9_00618(0,0)",3.660700830743715,2,1.0,3.660700830743715
"o9_00619(0,0)",3.660700830743716,2,1.0,3.660700830743716
"o9_00620(0,0)",3.660750165281867,2,1.0,3.660750165281867
"o9_00621(0,0)",3.6607501652818724,2,1.0,3.6607501652818724
"o9_00622(0,0)",3.660871369235803,1,1.0,3.660871369235803
"o9_00623(0,0)",3.6608731804467878,1,1.0,3.6608731804467878
"o9_00624(0,0)",3.6609071643460176,1,1.0,3.6609071643460176
"o9_00625(0,0)",3.6609090459344076,1,1.0,3.6609090459344076
"o9_00626(0,0)",3.660925679990109,1,1.0,3.660925679990109
"o9_00627(0,0)",3.6609273487647314,1,1.0,3.6609273487647314
"o9_00628(0,0)",3.6609284313214294,2,1.0,3.6609284313214294
"o9_00629(0,0)",3.6609297107181216,1,1.0,3.6609297107181216
"o9_00630(0,0)",3.6609730493525303,2,1.0,3.6609730493525303
"o9_00631(0,0)",3.6609730493525308,2,1.0,3.6609730493525308
"o9_00632(0,0)",3.6610096988740812,1,1.0,3.6610096988740812
"o9_00633(0,0)",3.6610113192386993,1,1.0,3.6610113192386993
"o9_00634(0,0)",3.661013857795188,1,1.0,3.661013857795188
"o9_00635(0,0)",3.6610158720478823,1,1.0,3.6610158720478823
"o9_00636(0,0)",3.661281244016659,2,1.0,3.661281244016659
"o9_00637(0,0)",3.6612812440166573,2,1.0,3.6612812440166573
"o9_00638(0,0)",3.661501095252882,1,1.0,3.661501095252882
"o9_00639(0,0)",3.6615022098931544,1,1.0,3.6615022098931544
"o9_00640(0,0)",3.859149180847865,2,1.0,3.859149180847865
"o9_00641(0,0)",3.942702481428748,1,1.0,3.942702481428748
"o9_00642(0,0)",3.9427024814287495,1,1.0,3.9427024814287495
"o9_00643(0,0)",3.965761460889536,1,1.0,3.965761460889536
"o9_00644(0,0)",3.9719037149232572,1,1.0,3.9719037149232572
"o9_00645(0,0)",3.9783158395701417,1,1.0,3.9783158395701417
"o9_00646(0,0)",3.988697994349052,1,1.0,3.988697994349052
"o9_00647(0,0)",3.9977185165063767,1,1.0,3.9977185165063767
"o9_00648(0,0)",3.9994729394872035,1,1.0,3.9994729394872035
